SHORTNAME,RA,DEC,DISCOVERYNAME,DISCOVERYREFNAME,SOURCE_ID,DISTARCSEC,MULTIPLEFLAGNAME,MULTIPLEFLAGREFNAME,SPTOPTNAME,SPTOPTREFNAME,SPTNIRNAME,SPTNIRREFNAME,SPTPHONAME,SPTPHOREFNAME,LIT_PARALLAX,LIT_PARALLAX_ERROR,LIT_PARALLAXREFNAME,TMASSJ,TMASSJERR,TMASSH,TMASSHERR,TMASSK,TMASSKERR,WISEW1,WISEW1ERR,WISEW2,WISEW2ERR,WISEW3,WISEW3ERR,GUNNG,GUNNGERR,GUNNR,GUNNRERR,GUNNI,GUNNIERR,GUNNZ,GUNNZERR,GUNNY,GUNNYERR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_MAG_ERROR,PHOT_G_MEAN_FLUX,PHOT_G_MEAN_FLUX_ERROR,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_MAG_ERROR,PHOT_BP_MEAN_FLUX,PHOT_BP_MEAN_FLUX_ERROR,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_MAG_ERROR,PHOT_RP_MEAN_FLUX,PHOT_RP_MEAN_FLUX_ERROR,GAIAGEST,PARALLAX,PARALLAX_ERROR,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR
 J1333-0215 ,203.437910201, -2.267179389,  2MASS 13334540-0215599 ,2010AJ....139.1808S, 3637567472687103616,  0.20,       ...,                ...,       L3 ,2010AJ....139.1808S,       L2 ,2014ApJ...794..143B,     L1.5 ,2016A&A...589A..49S,-99999.000,-99999.000,               ... ,    15.378,     0.043,    14.368,     0.042,    13.852,     0.051,    13.540,     0.025,    13.265,     0.030,    12.567,     0.445,-99999.000,-99999.000,-99999.000,-99999.000,    19.629,     0.018,-99999.000,-99999.000,    17.253,     0.029,    20.155,     0.008,     163.4,     1.2,    21.486,     0.205,      35.2,     6.7,    18.438,     0.067,     338.6,    20.9,    20.225,   26.92, 1.13, -273.80, 2.05, -116.36, 1.23
 J1334+1940 ,203.525525246, 19.676881795,  2MASSW J1334062+194034 ,1999ApJ...519..802K, 1248973019345750272,  0.05,       ...,                ...,     L1.5 ,1999ApJ...519..802K,      ... ,               ... ,      ... ,               ... ,-99999.000,-99999.000,               ... ,    15.477,     0.060,    14.833,     0.066,    14.001,     0.054,    13.684,     0.025,    13.395,     0.030,    12.155,     0.343,-99999.000,-99999.000,-99999.000,-99999.000,    19.864,     0.015,    18.450,     0.007,    17.459,     0.011,    20.357,     0.005,     135.7,     0.6,    21.095,     0.180,      50.4,     8.4,    18.708,     0.019,     264.1,     4.7,    20.324,   23.28, 0.91,  -77.39, 1.91,  100.88, 0.91
 J1334-8226 ,203.547482291,-82.439680222,  2MASS 13341216-8226232 ,2010ApJS..190..100K, 5771194186096748800,  0.04,       ...,                ...,       L0 ,2010ApJS..190..100K,      ... ,               ... ,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.566,     0.045,    13.751,     0.044,    13.182,     0.047,    12.934,     0.024,    12.708,     0.023,    12.162,     0.250,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    19.426,     0.004,     319.8,     1.1,    21.530,     0.244,      33.8,     7.6,    17.765,     0.015,     629.3,     8.9,    19.321,   19.54, 0.32,  -90.21, 0.58,    7.26, 0.55
 J1336+3743 ,204.167982192, 37.722725139,  2MASS 13364062+3743230 ,2007AJ....133..439C, 1475531925732254080,  0.09,       ...,                ...,       L1 ,2007AJ....133..439C,     L0.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.412,     0.029,    13.630,     0.028,    13.099,     0.024,    12.779,     0.024,    12.541,     0.024,    12.453,     0.406,-99999.000,-99999.000,    21.111,     0.052,    18.723,     0.009,    17.236,     0.006,    16.264,     0.004,    19.182,     0.003,     400.3,     1.0,    21.050,     0.166,      52.6,     8.0,    17.488,     0.018,     811.8,    13.6,    19.290,   32.20, 0.33, -213.32, 0.46,  -73.36, 0.41
 J1337+4938 ,204.380172461, 49.643790686,  2MASS 13373116+4938367 ,2007AJ....133..439C, 1558581651047392512,  0.06,       ...,                ...,       L0 ,2007AJ....133..439C,       M9 ,2014ApJ...794..143B,      ... ,               ... ,-99999.000,-99999.000,               ... ,    13.765,     0.028,    13.035,     0.028,    12.576,     0.030,    12.249,     0.023,    11.946,     0.022,    11.576,     0.150,    22.377,     0.446,    20.637,     0.027,    17.951,     0.003,    16.492,     0.005,    15.538,     0.008,    18.427,     0.002,     802.8,     1.6,    20.997,     0.113,      55.2,     5.8,    16.766,     0.007,    1578.8,    10.6,    18.558,   35.53, 0.29,   47.80, 0.30,   62.91, 0.37
 J1338+4140 ,204.607981219, 41.674623134,  2MASSW J1338261+414034 ,2000AJ....120..447K, 1500998715270526592,  0.18,       ...,                ...,     L2.5 ,2000AJ....120..447K,     L2.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.221,     0.025,    13.311,     0.024,    12.771,     0.024,    12.312,     0.022,    12.033,     0.021,    11.711,     0.191,-99999.000,-99999.000,-99999.000,-99999.000,    18.623,     0.010,-99999.000,-99999.000,-99999.000,-99999.000,    19.084,     0.003,     438.2,     1.1,    21.126,     0.128,      49.0,     5.8,    17.430,     0.011,     856.9,     9.0,    19.218,   47.33, 0.28, -156.50, 0.31, -315.88, 0.38
 J1338+0437 ,204.706451352,  4.624433970,  2MASS 13384944+0437315 ,2008AJ....136.1290R, 3714514010818281728,  0.13,       ...,                ...,       L1 ,2008AJ....136.1290R,       L0 ,2014ApJ...794..143B,     L1.5 ,2016A&A...589A..49S,-99999.000,-99999.000,               ... ,    14.157,     0.032,    13.249,     0.032,    12.737,     0.033,    12.435,     0.023,    12.230,     0.023,    11.970,     0.222,-99999.000,-99999.000,    20.734,     0.028,    18.523,     0.007,    17.086,     0.004,    16.132,     0.004,    18.998,     0.006,     474.5,     2.6,    21.473,     0.176,      35.6,     5.8,    17.366,     0.025,     908.7,    21.4,    18.924,   27.43, 0.53,  101.55, 0.82, -234.74, 0.79
 J1341-3052 ,205.298438681,-30.881400546,  2MASS 13411160-3052505 ,2008AJ....136.1290R, 6174885824468076160,  0.21,      SB; ,2014ApJ...794..143B,     L2:: ,2008AJ....136.1290R,    L2.5: ,2014ApJ...794..143B,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.607,     0.033,    13.725,     0.033,    13.081,     0.026,    12.739,     0.024,    12.401,     0.025,    11.780,     0.207,-99999.000,-99999.000,    20.649,     0.158,    19.072,     0.027,    17.688,     0.013,    16.723,     0.009,    19.544,     0.007,     286.8,     1.7,-99999.000,-99999.000,  -99999.0,-99999.0,-99999.000,-99999.000,  -99999.0,-99999.0,    19.536,   36.56, 0.78,    5.61, 1.10, -160.21, 0.88
 J1341+1138 ,205.299945104, 11.641091532,ULAS J134112.02+113827.8 ,2016A&A...589A..49S, 3726701375657846912,  0.04,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.000,-99999.000,           -99999. ,    15.380,     0.054,    14.743,     0.052,    14.123,     0.071,    13.925,     0.025,    13.591,     0.032,    12.138,-99999.000,    21.562,-99999.000,    21.840,     0.168,    19.566,     0.012,    18.096,     0.004,    17.187,     0.009,    20.084,     0.007,     174.4,     1.2,    21.599,     0.303,      31.7,     8.8,    18.430,     0.022,     340.9,     6.9,    19.996,   15.69, 0.81,  -66.19, 1.35,   21.86, 1.03
 J1341+5510 ,205.452680208, 55.179910262,  2MASS 13414890+5510458 ,2010AJ....139.1808S, 1562271818226778624,  0.06,       ...,                ...,       L1 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.000,-99999.000,               ... ,    15.209,     0.045,    14.393,     0.041,    14.042,     0.049,    13.598,     0.024,    13.321,     0.028,    12.629,-99999.000,    24.147,     0.503,    21.835,     0.117,    19.677,     0.015,    18.166,     0.007,    17.133,     0.011,    20.141,     0.006,     165.5,     0.9,    21.455,     0.186,      36.2,     6.2,    18.424,     0.019,     342.8,     6.0,    20.210,   25.86, 0.52, -139.33, 0.76,  113.16, 0.86
 J1342-0027 ,205.617819791, -0.451449561,  2MASS 13422841-0027055 ,2008AJ....135..785W, 3661915333050345728,  0.05,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.000,-99999.000,               ... ,    15.594,     0.060,    14.877,     0.051,    14.297,     0.085,    14.017,     0.027,    13.733,     0.034,    12.378,-99999.000,    24.170,     0.390,    21.887,     0.133,    19.771,     0.010,    18.345,     0.009,    17.410,     0.008,    20.332,     0.010,     138.8,     1.3,    21.265,     0.315,      43.1,    12.5,    18.682,     0.052,     270.3,    12.9,    20.317,   18.42, 1.25, -119.48, 2.24,   21.01, 1.45
 J1346+0842 ,206.530092869,  8.709226814,  2MASS 13460746+0842346 ,2010AJ....139.1808S, 3725064104059179904,  0.08,       ...,                ...,       L2 ,2010AJ....139.1808S,      ... ,               ... ,       L2 ,2016A&A...589A..49S,-99999.000,-99999.000,               ... ,    15.743,     0.073,    14.786,     0.083,    14.162,     0.069,    13.770,     0.025,    13.544,     0.032,    12.243,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    19.960,     0.013,    18.551,     0.014,    17.590,     0.007,    20.505,     0.013,     118.4,     1.5,    20.000,     0.509,     138.2,    64.8,    18.855,     0.060,     230.6,    12.8,    20.492,   21.63, 1.48, -241.35, 2.43,  -93.89, 1.89
 J1347+3336 ,206.957478900, 33.600432204, ULASJ134749.79+333601.7 ,2017MNRAS.464.3040Z, 1458522725665649536,  0.04,       ...,                ...,     sdL0 ,2017MNRAS.464.3040Z,      ... ,               ... ,   -99999.,           -99999. ,-99999.000,-99999.000,           -99999. ,    16.012,     0.085,    15.452,     0.115,    15.206,     0.140,    14.689,     0.030,    14.326,     0.046,    12.466,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    19.853,     0.014,    18.350,     0.005,    17.525,     0.008,    20.383,     0.007,     132.5,     0.9,    21.424,     0.243,      37.2,     8.3,    18.631,     0.031,     283.4,     8.0,    20.657,   13.45, 0.90,   62.43, 1.11,  -13.61, 1.14
 J1347-7610 ,206.999565232,-76.167955104,  2MASS 13475911-7610054 ,2007A&A...466.1059K, 5789842620561789568,  2.36,       ...,                ...,       L0 ,2008MNRAS.383..831P,       L0 ,2007A&A...466.1059K,      ... ,               ... ,-99999.000,-99999.000,               ... ,    13.792,     0.033,    13.045,     0.030,    12.550,     0.032,    11.756,     0.024,    11.453,     0.024,    10.871,     0.093,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    18.661,     0.005,     647.1,     2.8,    20.467,     0.221,      89.9,    18.3,    16.840,     0.015,    1475.5,    20.4,    18.359,   31.93, 0.45,  195.86, 1.01,   39.17, 0.72
 J1348+0353 ,207.192105999,  3.896919593,  2MASS 13484591+0353545 ,2008AJ....136.1290R, 3665777200138942336,  0.14,       ...,                ...,      L0: ,2008AJ....136.1290R,      ... ,               ... ,     L1.5 ,2016A&A...589A..49S,-99999.000,-99999.000,               ... ,    14.628,     0.028,    13.760,     0.029,    13.229,     0.039,    12.899,     0.024,    12.649,     0.025,    11.777,     0.223,-99999.000,-99999.000,    21.372,     0.009,    18.979,     0.013,    17.576,     0.002,    16.615,     0.020,    19.481,     0.005,     304.1,     1.4,    20.968,     0.348,      56.7,    18.2,    17.894,     0.023,     558.8,    12.1,    19.356,   29.24, 0.51,  184.97, 0.92, -372.41, 0.60
 J1349+5049 ,207.355241937, 50.831911320,  2MASS 13492525+5049544 ,2008AJ....135..785W, 1558960394146787840,  0.17,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.721,     0.037,    13.973,     0.040,    13.567,     0.054,    13.177,     0.024,    12.913,     0.026,    12.208,     0.275,    24.604,     0.460,    21.345,     0.055,    19.110,     0.008,    17.587,     0.007,    16.622,     0.006,    19.834,     0.011,     219.6,     2.1,    21.280,     0.215,      42.5,     8.4,    17.848,     0.015,     583.1,     8.3,    19.703,   19.69, 1.85,   11.44, 2.41,   37.89, 2.63
 J1349+2945 ,207.380712471, 29.764860532,ULAS J134931.40+294553.5 ,2016A&A...589A..49S, 1455394301551212160,  0.13,       ...,                ...,      ... ,               ... ,      ... ,               ... ,     L3.5 ,2016A&A...589A..49S,-99999.000,-99999.000,           -99999. ,    15.767,     0.060,    14.692,     0.050,    14.109,     0.045,    13.699,     0.026,    13.421,     0.029,    12.500,-99999.000,    24.294,-99999.000,    21.576,-99999.000,    20.294,     0.015,    18.877,     0.014,    17.949,     0.011,    20.871,     0.017,      84.5,     1.3,    21.372,     0.404,      39.1,    14.5,    19.088,     0.041,     186.1,     7.1,    20.781,   23.12, 2.76,  -76.79, 4.68,    0.91, 2.80
 J1351+4157 ,207.947436639, 41.963028485,        PMI 13518+4157 B ,2014ApJ...792..119D, 1501955217372683520,  0.05,      VB; ,2014ApJ...792..119D,      ... ,               ... ,     L1.5 ,2014ApJ...792..119D,      ... ,               ... ,-99999.000,-99999.000,               ... ,    15.081,     0.032,    14.352,     0.049,    13.851,     0.040,    13.464,     0.024,    13.160,     0.027,    12.410,     0.355,-99999.000,-99999.000,    21.764,     0.066,    19.670,     0.019,    18.206,     0.005,    17.169,     0.009,    20.159,     0.005,     162.8,     0.8,    21.472,     0.196,      35.6,     6.4,    18.445,     0.029,     336.3,     8.9,    20.089,   21.34, 0.56,  -66.94, 0.65,  -72.14, 0.70
 J1353-0857 ,208.280742683, -8.953402641,WISE J135307.51-085712.0 ,2013PASP..125..809T, 3618701953393187456,  0.16,       ...,                ...,      ... ,               ... ,       L0 ,2013PASP..125..809T,      ... ,               ... ,-99999.000,-99999.000,               ... ,-99999.000,-99999.000,-99999.000,-99999.000,    14.197,     0.075,    13.707,     0.026,    13.354,     0.030,    12.175,-99999.000,-99999.000,-99999.000,    21.452,     0.037,    19.138,     0.017,    17.638,     0.005,    16.732,     0.009,    19.651,     0.008,     259.9,     1.8,    21.581,     0.300,      32.2,     8.9,    17.988,     0.022,     512.4,    10.5,    19.805,   21.74, 0.74, -364.23, 1.21,  -31.15, 0.84
 J1354+5044 ,208.663270395, 50.747581913,  2MASS 13543964+5044510 ,2010AJ....139.1808S, 1512371548152280960,  0.10,       ...,                ...,       L1 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.353,     0.033,    13.576,     0.030,    13.157,     0.037,    12.746,     0.023,    12.487,     0.023,    12.152,     0.277,-99999.000,-99999.000,    21.123,     0.032,    18.683,     0.010,    17.165,     0.004,    16.159,     0.005,    19.113,     0.003,     426.9,     1.1,    21.278,     0.240,      42.6,     9.4,    17.413,     0.012,     869.7,     9.2,    19.270,   37.13, 0.30, -271.11, 0.46,   23.68, 0.45
 J1358+4234 ,209.606709175, 42.576337354,  2MASS 13582575+4234342 ,2010AJ....139.1808S, 1499050513812052608,  0.04,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.000,-99999.000,               ... ,    16.164,     0.091,    15.318,     0.087,    14.902,     0.109,    14.490,     0.027,    14.194,     0.038,    12.855,     0.516,-99999.000,-99999.000,    21.113,     0.129,    20.270,     0.021,    18.888,     0.010,    17.925,     0.016,    20.892,     0.014,      82.9,     1.1,    21.830,     0.272,      25.6,     6.4,    19.036,     0.042,     195.1,     7.5,    20.652,   11.34, 1.48, -104.34, 1.55,   29.20, 1.58
 J1359+3247 ,209.979674746, 32.788381645,  2MASS 13595522+3247195 ,2010AJ....139.1808S, 1457702627432818048,  0.05,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.000,-99999.000,               ... ,    15.584,     0.054,    14.818,     0.055,    14.312,     0.072,    13.999,     0.026,    13.693,     0.032,    12.398,-99999.000,-99999.000,-99999.000,    22.073,     0.092,    19.766,     0.009,    18.236,     0.009,    17.299,     0.009,    20.319,     0.006,     140.5,     0.8,    21.525,     0.173,      33.9,     5.4,    18.518,     0.016,     314.4,     4.7,    20.245,   13.58, 0.95,  -75.47, 1.01,  -71.94, 1.40
 J1359-4034 ,209.979791871,-40.585106628,  2MASS 13595510-4034582 ,2008AJ....136.1290R, 6111126966247119232,  0.29,       ...,                ...,       L1 ,2008AJ....136.1290R,      L3: ,2014ApJ...794..143B,      ... ,               ... ,    64.200,     5.500,2012ApJ...752...56F,    13.645,     0.026,    13.034,     0.028,    12.566,     0.029,    12.207,     0.023,    11.912,     0.022,    11.350,     0.127,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    18.430,     0.002,     800.7,     1.8,    20.569,     0.225,      81.8,    17.0,    16.742,     0.015,    1614.8,    22.7,    19.023,   47.51, 0.27,   26.59, 0.61, -507.64, 0.46
 J1400+0747 ,210.148397337,  7.788958111,ULAS J140035.66+074720.1 ,2016A&A...589A..49S, 3721006287677635968,  0.03,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.000,-99999.000,           -99999. ,    15.553,     0.062,    14.890,     0.069,    14.132,     0.076,    14.098,     0.027,    13.699,     0.034,    12.717,     0.432,-99999.000,-99999.000,    22.135,     0.109,    19.757,     0.014,    18.269,     0.010,    17.327,     0.007,    20.234,     0.011,     152.0,     1.5,    21.125,     0.351,      49.1,    15.9,    18.471,     0.037,     328.3,    11.1,    20.280,   17.09, 1.02, -131.44, 1.73,   33.19, 1.45
 J1402+0648 ,210.593395683,  6.813403233,ULAS J140222.38+064848.2 ,2016A&A...589A..49S, 3672649761993527424,  0.01,       ...,                ...,      ... ,               ... ,      ... ,               ... ,     L0.5 ,2016A&A...589A..49S,-99999.000,-99999.000,           -99999. ,    13.719,     0.026,    13.012,     0.023,    12.508,     0.027,    12.172,     0.023,    11.871,     0.021,    11.648,     0.177,    22.164,     0.028,    20.560,     0.016,    17.995,     0.005,    16.513,     0.004,    15.560,     0.003,    18.502,     0.004,     749.0,     3.1,    21.116,     0.247,      49.5,    11.3,    16.843,     0.011,    1471.0,    15.3,    18.628,   26.27, 0.49,   57.16, 0.82,   22.65, 0.61
 J1402+0148 ,210.631277161,  1.808328820,  2MASS 14023175+0148301 ,2002AJ....123.3409H, 3661370872931025536,  0.14,       ...,                ...,       L1 ,2002AJ....123.3409H,      ... ,               ... ,     L1.5 ,2016A&A...589A..49S,-99999.000,-99999.000,               ... ,    15.451,     0.063,    14.653,     0.070,    14.176,     0.071,    13.839,     0.025,    13.521,     0.033,    12.700,     0.487,-99999.000,-99999.000,    22.164,     0.197,    19.950,     0.008,    18.414,     0.005,    17.420,     0.009,    20.409,     0.012,     129.3,     1.5,    21.914,     1.083,      23.7,    23.7,    18.740,     0.077,     256.4,    18.1,    20.337,   23.43, 1.43, -251.07, 2.42,  -20.94, 2.59
