SHORTNAME,RA,DEC,DISCOVERYNAME,DISCOVERYREFNAME,SOURCE_ID,DISTARCSEC,MULTIPLEFLAGNAME,MULTIPLEFLAGREFNAME,SPTOPTNAME,SPTOPTREFNAME,SPTNIRNAME,SPTNIRREFNAME,SPTPHONAME,SPTPHOREFNAME,LIT_PARALLAX,LIT_PARALLAX_ERROR,LIT_PARALLAXREFNAME,TMASSJ,TMASSJERR,TMASSH,TMASSHERR,TMASSK,TMASSKERR,WISEW1,WISEW1ERR,WISEW2,WISEW2ERR,WISEW3,WISEW3ERR,GUNNG,GUNNGERR,GUNNR,GUNNRERR,GUNNI,GUNNIERR,GUNNZ,GUNNZERR,GUNNY,GUNNYERR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_MAG_ERROR,PHOT_G_MEAN_FLUX,PHOT_G_MEAN_FLUX_ERROR,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_MAG_ERROR,PHOT_BP_MEAN_FLUX,PHOT_BP_MEAN_FLUX_ERROR,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_MAG_ERROR,PHOT_RP_MEAN_FLUX,PHOT_RP_MEAN_FLUX_ERROR,GAIAGEST,PARALLAX,PARALLAX_ERROR,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR,LIT_RA,LIT_DEC,DISTMOD
 J2023-5946  , 305.869660663 , -59.781199212 ,   2MASSJ20232858-5946519  , 2011AJ....141...54A ,  6467249470987375232 ,   0.07 ,            ,                     ,       ...  ,                ...  ,      M8.0  , 2013AJ....146..161M ,    -99999. ,            -99999.  , -99999.000 , -99999.000 ,            -99999.  ,     15.530 ,      0.066 ,     14.965 ,      0.082 ,     14.485 ,      0.082 ,     14.161 ,      0.026 ,     13.953 ,      0.038 ,     12.692 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     20.023 ,      0.125 ,      184.6 ,     1.2 ,     21.321 ,      4.113 ,       40.9 ,     7.9 ,     18.380 ,      0.456 ,      357.0 ,     8.9 ,     20.081 ,    12.39 ,  0.82 ,    70.31 ,  0.93 ,   -23.91 ,  0.80 , 305.869102000 , -59.781105000 ,   -4.53
 J2026-2943  , 306.566146016 , -29.721852191 ,   2MASS 20261584-2943124  , 2007AJ....133..439C ,  6797628972554531840 ,   0.18 ,       UR;  , 2010AJ....140..110G ,       L1:  , 2007AJ....133..439C ,  L1 + T6:  , 2010AJ....140..110G ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.802 ,      0.030 ,     13.946 ,      0.025 ,     13.360 ,      0.034 ,     13.078 ,      0.024 ,     12.800 ,      0.027 ,     11.810 , -99999.000 , -99999.000 , -99999.000 ,     21.394 ,      0.136 ,     19.172 ,      0.010 ,     17.702 ,      0.015 ,     16.777 ,      0.016 ,     19.650 ,      0.092 ,      260.3 ,     1.2 ,     21.297 ,      4.522 ,       41.9 ,     8.9 ,     17.987 ,      0.390 ,      513.0 ,    11.1 ,     19.611 ,    25.56 ,  0.63 ,    26.59 ,  0.90 ,  -366.31 ,  0.66 , 306.566140000 , -29.721801000 ,   -2.96
 J2028+0052  , 307.085200334 ,   0.874003661 ,   2MASS 20282035+0052265  , 2002AJ....123.3409H ,  4230729359939866752 ,   0.09 ,            ,                     ,        L3  , 2002AJ....123.3409H ,       ...  ,                ...  ,       ...  ,                ...  ,     33.250 ,      1.320 , 2016AJ....152...24W ,     14.298 ,      0.035 ,     13.377 ,      0.031 ,     12.793 ,      0.030 ,     12.303 ,      0.023 ,     12.028 ,      0.023 ,     11.330 ,      0.178 , -99999.000 , -99999.000 ,     21.118 ,      0.036 ,     18.844 ,      0.006 ,     17.344 ,      0.005 ,     16.348 ,      0.005 ,     19.276 ,      0.050 ,      367.3 ,     0.9 ,     21.527 ,      3.659 ,       33.9 ,     5.8 ,     17.618 ,      0.204 ,      720.5 ,     8.3 ,     19.310 ,    35.21 ,  0.73 ,    86.54 ,  1.04 ,    -6.32 ,  0.74 , 307.085170000 ,   0.874001780 ,   -2.27
 J2030+0749  , 307.679262188 ,   7.826124677 , WISE J203042.79+074934.7  , 2013APJS..205....6M ,  1749030362195988096 ,   0.42 ,            ,                     ,       ...  ,                ...  ,      T1.5  , 2013APJS..205....6M ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.227 ,      0.026 ,     13.435 ,      0.032 ,     13.319 ,      0.038 ,     12.966 ,      0.025 ,     12.129 ,      0.024 ,     10.966 ,      0.141 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     21.608 ,      0.058 ,     18.018 ,      0.018 ,     16.424 ,      0.009 ,     20.176 ,      0.137 ,      160.2 ,     1.1 ,     21.628 ,      5.424 ,       30.9 ,     7.7 ,     18.240 ,      0.517 ,      406.1 ,    11.5 ,     20.664 ,   103.97 ,  0.98 ,   661.46 ,  1.49 ,  -112.01 ,  1.74 , 307.678460000 ,   7.826254400 ,    0.08
 J2034+0827  , 308.656667281 ,   8.448179775 ,   2MASS 20343769+0827009  , 2008AJ....136.1290R ,  1749473774619251840 ,   0.19 ,            ,                     ,        L1  , 2008AJ....136.1290R ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.464 ,      0.034 ,     13.593 ,      0.035 ,     13.080 ,      0.031 ,     12.771 ,      0.024 ,     12.559 ,      0.025 ,     11.857 ,      0.355 , -99999.000 , -99999.000 ,     21.257 ,      0.024 ,     18.865 ,      0.012 ,     17.385 ,      0.008 ,     16.426 ,      0.012 ,     19.298 ,      0.058 ,      359.8 ,     1.1 ,     20.932 ,      3.433 ,       58.6 ,     9.6 ,     17.663 ,      0.151 ,      691.2 ,     5.9 ,     19.347 ,    35.31 ,  0.42 ,   -86.70 ,  0.66 ,  -498.88 ,  0.55 , 308.657040000 ,   8.450257300 ,   -2.26
 J2036+1051  , 309.012635220 ,  10.857443906 ,   2MASS 20360316+1051295  , 2008AJ....136.1290R ,  1754495583527340416 ,   0.12 ,            ,                     ,        L3  , 2008AJ....136.1290R ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     13.950 ,      0.026 ,     13.018 ,      0.022 ,     12.447 ,      0.027 ,     11.909 ,      0.022 ,     11.602 ,      0.022 ,     11.114 ,      0.146 , -99999.000 , -99999.000 ,     20.898 ,      0.046 ,     18.611 ,      0.004 ,     17.098 ,      0.006 ,     16.084 ,      0.005 ,     19.009 ,      0.048 ,      469.8 ,     1.2 ,     21.794 ,      4.899 ,       26.5 ,     6.0 ,     17.356 ,      0.129 ,      916.7 ,     6.8 ,     19.004 ,    42.37 ,  0.42 ,  -123.96 ,  0.62 ,  -179.35 ,  0.48 , 309.013180000 ,  10.858198000 ,   -1.86
 J2037-4216  , 309.464227306 , -42.279848165 ,   2MASS 20375108-4216410  , 2014APJ...786L..18L ,  6676561609781498496 ,   0.22 ,            ,                     ,       ...  ,                ...  , L1 p(blue) , 2014APJ...786L..18L ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.503 ,      0.051 ,     14.761 ,      0.057 ,     14.274 ,      0.060 ,     13.992 ,      0.026 ,     13.709 ,      0.035 ,     12.691 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     20.193 ,      0.130 ,      157.8 ,     1.0 ,     21.079 ,      4.722 ,       51.2 ,    11.5 ,     18.509 ,      0.574 ,      317.0 ,     9.8 ,     20.424 ,    21.00 ,  1.19 ,   227.98 ,  1.26 ,  -402.68 ,  1.43 , 309.464180000 , -42.279792000 ,   -3.39
 J2041-3506  , 310.428726749 , -35.112945116 ,   2MASS 20414283-3506442  , 2007AJ....133..439C ,  6779542590396176896 ,   0.07 ,       MG;  , 2015ApJ...798...73G ,       L2:  , 2007AJ....133..439C ,        L2  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.887 ,      0.033 ,     13.987 ,      0.022 ,     13.401 ,      0.037 ,     12.873 ,      0.025 ,     12.582 ,      0.027 ,     12.066 ,      0.340 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     19.329 ,      0.025 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     19.882 ,      0.094 ,      210.1 ,     1.0 ,     21.622 ,      3.202 ,       31.0 ,     4.6 ,     18.211 ,      0.258 ,      417.3 ,     5.9 ,     19.753 ,    24.89 ,  1.49 ,    34.86 ,  2.20 ,  -145.32 ,  1.58 , 310.428720000 , -35.112925000 ,   -3.02
 J2045-6332  , 311.260744804 , -63.536086844 ,            SIPS2045-6332  , 2013AJ....146..161M ,  6450595924277607040 ,   0.25 ,       MG;  , 2010MNRAS.409..552G ,       ...  ,                ...  ,       L1:  , 2013AJ....146..161M ,       ...  ,                ...  ,     41.720 ,      1.500 , 2014AJ....147...94D ,     12.619 ,      0.027 ,     11.807 ,      0.023 ,     11.207 ,      0.023 ,     10.765 ,      0.023 ,     10.374 ,      0.020 ,      9.826 ,      0.037 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     17.615 ,      0.042 ,     1695.2 ,     4.0 ,     20.885 ,      1.292 ,       61.2 ,     3.8 ,     15.863 ,      0.087 ,     3627.0 ,    19.9 ,     17.443 ,    43.69 ,  0.20 ,    78.46 ,  0.22 ,  -214.69 ,  0.30 , 311.259920000 , -63.535187000 ,   -1.80
 J2057-0252  , 314.475377248 ,  -2.875509510 ,              2MUCD 12054  , 2003AJ....126.2421C ,  6915795853718552960 ,   0.12 ,            ,                     ,      L1.5  , 2003AJ....126.2421C ,      L1.5  , 2004A&A...416L..17K ,       ...  ,                ...  ,     64.170 ,      0.770 , 2016AJ....152...24W ,     13.121 ,      0.024 ,     12.268 ,      0.024 ,     11.724 ,      0.025 ,     11.292 ,      0.023 ,     11.022 ,      0.020 ,     10.277 ,      0.080 ,     22.122 ,      0.027 ,     19.994 ,      0.013 ,     17.633 ,      0.004 ,     16.173 ,      0.002 ,     15.178 ,      0.003 ,     18.066 ,      0.018 ,     1119.5 ,     1.1 ,     20.726 ,      2.574 ,       70.8 ,     8.8 ,     16.430 ,      0.099 ,     2151.7 ,    12.9 ,     18.140 ,    64.47 ,  0.24 ,    -2.87 ,  0.36 ,  -102.22 ,  0.22 , 314.475400000 ,  -2.875072000 ,   -0.95
 J2101-2944  , 315.468337108 , -29.734797307 ,   2MASS 21015233-2944050  , 2013AJ....146..161M ,  6788456636103140864 ,   0.01 ,            ,                     ,       ...  ,                ...  ,        L1  , 2013AJ....146..161M ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.604 ,      0.049 ,     14.845 ,      0.057 ,     14.554 ,      0.081 ,     14.113 ,      0.028 ,     13.761 ,      0.038 ,     12.527 , -99999.000 ,     21.566 ,      0.181 , -99999.000 , -99999.000 ,     19.822 ,      0.020 ,     18.378 ,      0.012 ,     17.439 ,      0.018 ,     20.356 ,      0.091 ,      135.8 ,     0.6 ,     20.673 ,      3.311 ,       74.3 ,    11.9 ,     18.660 ,      0.429 ,      275.8 ,     6.3 ,     20.323 ,    19.09 ,  1.28 ,    47.60 ,  1.54 ,    -9.74 ,  1.34 , 315.468330000 , -29.734796000 ,   -3.60
 J2104-1037  , 316.064959174 , -10.628313553 ,   2MASSI J2104149-103736  , 2003AJ....126.2421C ,  6890153425787729152 ,   0.23 ,            ,                     ,      L2.5  , 2008APJ...689.1295K ,       ...  ,                ...  ,       ...  ,                ...  ,     57.180 ,      0.920 , 2016AJ....152...24W ,     13.841 ,      0.029 ,     12.975 ,      0.025 ,     12.369 ,      0.024 ,     11.915 ,      0.023 ,     11.681 ,      0.023 ,     10.445 ,      0.232 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     18.347 ,      0.004 ,     16.898 ,      0.005 ,     15.968 , -99999.000 ,     18.779 ,      0.047 ,      580.2 ,     1.5 ,     20.570 ,      3.453 ,       81.8 ,    13.7 ,     17.130 ,      0.221 ,     1129.6 ,    14.6 ,     18.808 ,    58.17 ,  0.41 ,   594.59 ,  0.66 ,  -295.71 ,  0.42 , 316.062160000 , -10.626943000 ,   -1.18
 J2107-0307  , 316.882700696 ,  -3.126152032 ,   2MASSI J2107316-030733  , 2003AJ....126.2421C ,  6915878523250505856 ,   0.10 ,            ,                     ,        L0  , 2003AJ....126.2421C ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.200 ,      0.032 ,     13.443 ,      0.031 ,     12.878 ,      0.030 ,     12.514 ,      0.023 ,     12.232 ,      0.023 ,     12.003 ,      0.316 , -99999.000 , -99999.000 ,     21.039 ,      0.029 ,     18.451 ,      0.004 ,     16.969 ,      0.005 ,     16.021 ,      0.006 ,     18.926 ,      0.078 ,      506.9 ,     2.1 ,     21.493 ,      2.241 ,       34.9 ,     3.6 ,     17.195 ,      0.543 ,     1063.8 ,    33.6 ,     18.972 ,    28.25 ,  0.50 ,   152.91 ,  0.68 ,   -31.78 ,  0.58 , 316.882670000 ,  -3.126143900 ,   -2.74
 J2107-4544  , 316.976065528 , -45.735232110 ,   2MASS 21075409-4544064  , 2008AJ....136.1290R ,  6483544920505696256 ,   0.07 ,            ,                     ,       L0:  , 2008AJ....136.1290R ,      L2.5  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.915 ,      0.032 ,     13.953 ,      0.038 ,     13.380 ,      0.034 ,     12.961 ,      0.024 ,     12.648 ,      0.025 ,     12.055 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     19.877 ,      0.086 ,      211.1 ,     0.9 ,     21.412 ,      3.481 ,       37.6 ,     6.1 ,     18.210 ,      0.412 ,      417.8 ,     9.4 ,     19.841 ,    30.65 ,  0.64 ,   103.84 ,  0.98 ,   -25.32 ,  1.00 , 316.975400000 , -45.735130000 ,   -2.57
 J2118-3217  , 319.529642105 , -32.287674385 ,   2MASS 21180695-3217095  , 2014APJ...786L..18L ,  6784009322021106048 ,   0.30 ,            ,                     ,       ...  ,                ...  ,      L1.5  , 2014APJ...786L..18L ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.445 ,      0.051 ,     14.565 ,      0.047 ,     14.093 ,      0.056 ,     13.827 ,      0.026 ,     13.590 ,      0.037 ,     11.960 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     19.913 ,      0.035 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     20.369 ,      0.165 ,      134.2 ,     1.1 ,     21.439 ,      6.937 ,       36.7 ,    11.9 ,     18.713 ,      0.508 ,      262.8 ,     7.1 ,     20.309 ,    23.76 ,  2.05 ,   110.22 ,  2.09 ,  -363.34 ,  1.67 , 319.529630000 , -32.287561000 ,   -3.12
 J2123-3652  , 320.979064256 , -36.873640677 ,   2MASS 21235440-3652208  , 2014APJ...786L..18L ,  6583945450406725888 ,   0.23 ,            ,                     ,       ...  ,                ...  ,      L1.5  , 2014APJ...786L..18L ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.384 ,      0.052 ,     14.549 ,      0.044 ,     13.985 ,      0.061 ,     13.605 ,      0.025 ,     13.402 ,      0.031 ,     12.431 ,      0.531 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     20.313 ,      0.152 ,      141.3 ,     1.1 ,     21.370 ,      4.832 ,       39.1 ,     8.8 ,     18.627 ,      0.702 ,      284.3 ,    10.7 ,     20.271 ,    24.34 ,  0.98 ,   441.78 ,  1.32 ,  -269.47 ,  1.64 , 320.978990000 , -36.873603000 ,   -3.07
 J2126-8140  , 321.711587835 , -81.675263605 ,   2MASS 21265040-8140293  , 2008AJ....136.1290R ,  6348511080000131072 ,   0.01 ,       MG;  , 2014APJ...783..121G ,   L3Int-G  , 2009AJ....137.3345C ,       ...  ,                ...  ,       ...  ,                ...  ,     31.300 ,      2.600 , 2016ApJS..225...10F ,     15.542 ,      0.056 ,     14.405 ,      0.054 ,     13.546 ,      0.042 ,     12.925 ,      0.023 ,     12.474 ,      0.023 ,     11.932 ,      0.182 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     20.725 ,      0.180 ,       96.7 ,     0.8 ,     21.973 ,      4.996 ,       22.5 ,     5.1 ,     18.999 ,      1.028 ,      202.0 ,    10.9 ,     20.088 ,    29.25 ,  0.92 ,    56.51 ,  1.66 ,  -115.37 ,  2.44 , 321.710020000 , -81.674812000 ,   -2.67
 J2126+7617  , 321.760186172 ,  76.298924303 ,   2MASS 21265916+7617440  , 2010APJS..190..100K ,  2283612503305198208 ,   0.65 ,            ,                     ,        L7  , 2010APJS..190..100K ,      T0 p  , 2010APJS..190..100K ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.336 ,      0.032 ,     13.586 ,      0.038 ,     13.160 ,      0.039 ,     12.489 ,      0.023 ,     11.944 ,      0.021 ,     11.019 ,      0.084 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     20.105 ,      0.129 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     19.979 ,      0.129 ,      192.1 ,     1.2 ,     21.062 ,      3.019 ,       52.0 ,     7.5 ,     18.099 ,      0.382 ,      462.6 ,     9.8 ,     20.508 ,    60.28 ,  0.84 ,   758.18 ,  1.68 ,   824.46 ,  1.56 , 321.746520000 ,  76.295563000 ,   -1.10
 J2130-0845  , 322.687565394 ,  -8.755894086 ,   2MASSW J2130446-084520  , 2008APJ...689.1295K ,  6894737663425859328 ,   0.17 ,            ,                     ,      L1.5  , 2008APJ...689.1295K ,      M8.5  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.137 ,      0.032 ,     13.334 ,      0.032 ,     12.815 ,      0.033 ,     12.473 ,      0.025 ,     12.250 ,      0.024 ,     11.492 ,      0.207 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     18.513 ,      0.008 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     18.966 ,      0.076 ,      488.7 ,     2.0 ,     20.479 ,      9.214 ,       88.9 ,    40.0 ,     17.323 ,      0.581 ,      945.6 ,    31.7 ,     18.692 ,    37.33 ,  0.44 ,   351.95 ,  0.76 ,   -41.79 ,  0.67 , 322.687510000 ,  -8.755889600 ,   -2.14
 J2137+1450  , 324.292864039 ,  14.845995098 ,   2MASS 21371044+1450475  , 2008AJ....136.1290R ,  1770881266011697920 ,   0.02 ,            ,                     ,        L2  , 2008AJ....136.1290R ,        L1  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.133 ,      0.031 ,     13.302 ,      0.033 ,     12.815 ,      0.033 ,     12.417 ,      0.023 ,     12.162 ,      0.022 ,     11.767 ,      0.286 , -99999.000 , -99999.000 ,     20.883 ,      0.044 ,     18.533 ,      0.006 ,     17.132 ,      0.006 ,     16.145 ,      0.005 ,     19.012 ,      0.087 ,      468.2 ,     2.1 ,     21.214 ,      3.990 ,       45.2 ,     8.5 ,     17.393 ,      0.160 ,      886.4 ,     8.2 ,     19.059 ,    42.38 ,  0.32 ,  -156.84 ,  0.67 ,  -136.30 ,  1.07 , 324.293520000 ,  14.846551000 ,   -1.86
 J2137+0808  , 324.408818486 ,   8.146552890 ,   2MASS 21373742+0808463  , 2008AJ....136.1290R ,  1740795157542164480 ,   0.28 ,            ,                     ,       L5:  , 2008AJ....136.1290R ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.774 ,      0.032 ,     13.606 ,      0.035 ,     13.019 ,      0.027 ,     12.287 ,      0.022 ,     11.984 ,      0.022 ,     11.335 ,      0.170 ,     22.017 ,      0.260 , -99999.000 , -99999.000 ,     19.931 ,      0.019 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     19.958 ,      0.173 ,      196.0 ,     1.7 ,        NaN ,        NaN ,        NaN ,     NaN ,        NaN ,        NaN ,        NaN ,     NaN ,     19.825 ,    66.06 ,  0.87 ,   690.67 ,  1.50 ,    84.26 ,  1.64 , 324.405940000 ,   8.146216400 ,   -0.90
 J2139-3529  , 324.807031813 , -35.497513936 ,  DENIS J21391360-3529500  , 2010A&A...517A..53M ,  6589756571222682496 ,   0.05 ,            ,                     ,        L0  , 2010A&A...517A..53M ,       L2:  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.565 ,      0.035 ,     13.757 ,      0.036 ,     13.306 ,      0.033 ,     12.897 ,      0.023 ,     12.596 ,      0.024 ,     12.617 ,      0.462 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     19.283 ,      0.078 ,      365.0 ,     1.5 ,     20.936 ,      5.200 ,       58.4 ,    14.5 ,     17.610 ,      0.349 ,      725.4 ,    14.4 ,     19.642 ,    22.75 ,  0.64 ,    28.66 ,  0.86 ,   -24.10 ,  0.93 , 324.806880000 , -35.497429000 ,   -3.21
 J2141-5118  , 325.484378176 , -51.315192637 , WISE J214155.85-511853.1  , 2014APJ...786L..18L ,  6558741070485093632 ,   0.43 ,            ,                     ,       ...  ,                ...  , L6 p(blue) , 2014APJ...786L..18L ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.460 ,      0.040 ,     13.970 ,      0.040 ,     13.710 ,      0.050 ,     12.924 ,      0.024 ,     12.471 ,      0.024 ,     11.547 ,      0.199 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     20.347 ,      0.130 ,      136.9 ,     0.9 ,     21.442 ,      4.951 ,       36.6 ,     8.5 ,     18.473 ,      0.561 ,      327.7 ,    10.0 ,     20.343 ,    63.48 ,  0.90 ,   705.22 ,  1.34 ,  -262.57 ,  1.62 , 325.482810000 , -51.314834000 ,   -0.99
 J2147+0101  , 326.865479508 ,   1.017765995 , ULAS J214727.67+010104.0  , 2016A&A...589A..49S ,  2693324513299347584 ,   0.05 ,            ,                     ,       ...  ,                ...  ,       ...  ,                ...  ,        L0  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,            -99999.  ,     14.566 ,      0.035 ,     13.931 ,      0.048 ,     13.468 ,      0.041 ,     13.058 ,      0.024 ,     12.726 ,      0.026 ,     12.329 ,      0.478 ,     20.176 , -99999.000 ,     21.538 ,      0.069 ,     18.844 ,      0.008 ,     17.319 ,      0.006 ,     16.375 ,      0.004 ,     19.295 ,      0.083 ,      360.9 ,     1.6 ,     21.164 ,      5.490 ,       47.3 ,    12.3 ,     17.634 ,      0.290 ,      710.0 ,    11.7 ,     19.265 ,    21.69 ,  0.57 ,    72.93 ,  0.74 ,    -0.40 ,  0.77 , 326.865420000 ,   1.017762600 ,   -3.32
 J2148-6323  , 327.055058739 , -63.391106495 ,   2MASS 21481326-6323265  , 2013AJ....146..161M ,  6402761567831358080 ,   0.04 ,            ,                     ,       ...  ,                ...  ,        L1  , 2013AJ....146..161M ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.330 ,      0.058 ,     14.338 ,      0.065 ,     13.768 ,      0.047 ,     13.495 ,      0.025 ,     13.248 ,      0.029 ,     12.055 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     20.288 ,      0.177 ,      144.6 ,     1.3 ,     21.595 ,      8.491 ,       31.8 ,    12.5 ,     18.494 ,      0.587 ,      321.5 ,    10.2 ,     20.006 ,    16.60 ,  2.37 ,   -23.75 ,  1.70 ,   -80.12 ,  2.30 , 327.055070000 , -63.391097000 ,   -3.90
